Distance_Covered_km,Time_Taken_min,Time_of_Order,Riding_Time_min,Time_of_Delivery,Hour_of_Day,Order_Type,Weather,Traffic,Area_Type,Demand_Surge,Effort_Surcharge_INR,Tip_Amount,Festival_Day,Known_Fees
2.99,9,17:32,3,17:44,17,Fragile,Cloudy,Low,Suburban,1.0,5.0,0.0,No,68.83
3.02,12,22:23,2,22:37,22,Fragile,Clear,Medium,Urban,1.0,5.0,0.0,No,61.56
2.42,12,19:29,5,19:46,19,Regular,Cloudy,High,Urban,1.17,0.0,0.0,No,57.67
3.42,12,17:43,4,17:59,17,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,54.92
4.86,16,09:55,4,10:15,9,Fragile+Heavy,Clear,Medium,Suburban,1.0,20.0,6.0,No,98.89
2.59,7,18:12,4,18:23,18,Regular,Clear,Low,Semi-Urban,1.0,0.0,5.0,No,39.11
5.31,15,23:29,3,23:47,23,Regular,Clear,Low,Semi-Urban,1.0,0.0,0.0,No,77.85
1.63,11,09:05,3,09:19,9,Fragile,Clear,Jam,Urban,1.0,10.0,0.0,No,44.24
3.75,16,16:05,4,16:25,16,Regular,Clear,High,Suburban,1.0,0.0,0.0,No,59.13
2.16,15,21:24,6,21:45,21,Regular,Rain,High,Urban,1.41,0.0,5.0,No,86.39
4.18,16,19:35,5,19:56,19,Regular,Rain,Low,Suburban,1.5,0.0,0.0,No,128.32
2.47,19,19:19,3,19:41,19,Regular,Heavy Rain,Medium,Urban,1.44,0.0,5.0,No,100.4
5.25,24,19:56,5,20:25,19,Regular,Rain,Jam,Semi-Urban,1.41,0.0,0.0,No,142.4
2.86,22,13:24,5,13:51,13,Heavy,Heavy Rain,High,Suburban,1.31,10.0,0.0,No,120.56
3.29,25,12:25,5,12:55,12,Regular,Cloudy,Jam,Urban,1.45,0.0,7.0,Yes,122.52
2.96,22,20:57,3,21:22,20,Regular,Heavy Rain,Medium,Suburban,1.99,0.0,0.0,Yes,200.0
2.47,8,20:47,6,21:01,20,Regular,Cloudy,Medium,Suburban,1.2,0.0,0.0,No,45.37
3.04,15,21:31,7,21:53,21,Regular,Rain,High,Suburban,1.49,0.0,17.0,No,101.94
2.6,15,21:55,5,22:15,21,Heavy,Clear,Jam,Urban,1.11,20.0,6.0,No,84.98
3.41,13,16:20,4,16:37,16,Regular,Cloudy,Low,Urban,1.0,0.0,8.0,No,64.7
1.66,13,16:57,3,17:13,16,Fragile+Heavy,Rain,Low,Urban,1.09,25.0,0.0,No,75.35
4.69,17,20:55,5,21:17,20,Regular,Clear,Jam,Urban,1.12,0.0,7.0,No,75.77
3.41,10,18:12,3,18:25,18,Heavy,Clear,Low,Urban,1.0,10.0,8.0,No,66.8
1.68,10,19:33,4,19:47,19,Regular,Clear,Medium,Urban,1.12,0.0,0.0,No,37.34
2.02,14,20:50,6,21:10,20,Regular,Cloudy,High,Urban,1.15,0.0,0.0,No,50.99
3.27,13,21:04,6,21:23,21,Regular,Cloudy,Medium,Suburban,1.06,0.0,5.0,No,62.37
2.37,17,13:17,6,13:40,13,Fragile,Clear,Jam,Urban,1.14,10.0,0.0,No,69.57
2.07,10,13:27,6,13:43,13,Regular,Clear,High,Urban,1.02,0.0,0.0,No,34.87
2.23,15,09:26,4,09:45,9,Regular,Rain,Medium,Urban,1.12,0.0,6.0,No,61.21
2.65,11,17:25,4,17:40,17,Heavy,Cloudy,Medium,Urban,1.0,15.0,0.0,No,66.64
1.02,9,07:55,2,08:06,7,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,29.54
1.84,14,15:02,3,15:19,15,Regular,Rain,Low,Urban,1.03,0.0,0.0,No,54.67
4.12,15,17:57,3,18:15,17,Heavy,Clear,Medium,Urban,1.0,10.0,0.0,No,74.3
1.49,9,12:00,3,12:12,12,Regular,Clear,Medium,Urban,1.14,0.0,0.0,No,33.8
5.41,18,18:37,2,18:57,18,Heavy,Rain,Low,Suburban,1.14,15.0,8.0,No,133.2
1.54,14,07:32,3,07:49,7,Regular,Rain,High,Urban,1.17,0.0,0.0,No,56.45
2.31,12,07:48,2,08:02,7,Regular,Clear,High,Urban,1.0,0.0,0.0,No,36.26
1.38,12,20:26,4,20:42,20,Regular,Clear,High,Suburban,1.01,0.0,0.0,No,31.14
1.69,13,13:43,4,14:00,13,Heavy,Clear,Jam,Urban,1.1,20.0,0.0,No,66.9
2.4,12,09:29,2,09:43,9,Heavy,Rain,Medium,Urban,1.01,10.0,0.0,No,74.0
2.62,11,17:03,2,17:16,17,Fragile+Heavy,Rain,Medium,Urban,1.02,20.0,0.0,No,72.98
2.04,16,19:45,7,20:08,19,Regular,Clear,Jam,Suburban,1.12,0.0,0.0,No,50.99
1.72,10,11:05,3,11:18,11,Heavy,Clear,Medium,Semi-Urban,1.0,20.0,8.0,No,54.46
5.25,17,18:12,2,18:31,18,Regular,Clear,Medium,Suburban,1.0,0.0,0.0,No,90.0
4.26,16,08:08,3,08:27,8,Regular,Rain,Medium,Semi-Urban,1.13,0.0,0.0,No,92.67
3.91,15,08:28,2,08:45,8,Heavy,Clear,Medium,Suburban,1.0,10.0,5.0,No,72.55
1.02,7,17:44,4,17:55,17,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,23.84
2.08,10,17:18,2,17:30,17,Regular,Cloudy,Medium,Suburban,1.0,0.0,0.0,No,44.64
2.01,18,18:41,5,19:04,18,Regular,Clear,Jam,Urban,1.0,0.0,0.0,No,48.86
1.82,16,19:56,8,20:20,19,Heavy,Clear,Jam,Urban,1.06,10.0,5.0,No,59.66
4.38,18,23:48,3,00:09,23,Regular,Clear,High,Semi-Urban,1.09,0.0,22.0,Yes,96.18
4.47,16,16:43,2,17:01,16,Regular,Cloudy,Low,Urban,1.0,0.0,12.0,No,76.7
5.43,21,13:32,5,13:58,13,Fragile+Heavy,Rain,High,Suburban,1.45,30.0,0.0,No,178.03
4.9,19,20:36,6,21:01,20,Regular,Clear,High,Semi-Urban,1.13,0.0,0.0,No,91.37
2.87,16,12:13,3,12:32,12,Regular,Clear,High,Semi-Urban,1.49,0.0,8.0,Yes,94.99
1.11,7,15:12,2,15:21,15,Fragile,Clear,Medium,Urban,1.0,5.0,0.0,No,29.48
1.84,9,08:03,4,08:16,8,Heavy,Clear,Medium,Urban,1.0,20.0,0.0,No,56.22
3.55,14,06:53,3,07:10,6,Regular,Clear,Medium,Suburban,1.0,0.0,6.0,No,59.79
1.78,17,22:58,4,23:19,22,Fragile,Cloudy,Jam,Urban,1.14,10.0,15.0,Yes,98.36
2.35,19,20:44,5,21:08,20,Regular,Heavy Rain,Jam,Semi-Urban,1.31,0.0,0.0,No,102.28
2.92,17,19:54,5,20:16,19,Regular,Rain,High,Urban,1.32,0.0,5.0,No,82.08
4.17,16,14:02,3,14:21,14,Regular,Cloudy,Low,Semi-Urban,1.26,0.0,5.0,Yes,103.58
2.24,14,10:25,4,10:43,10,Regular,Cloudy,High,Suburban,1.0,0.0,0.0,No,47.34
5.14,20,10:20,2,10:42,10,Regular,Rain,Medium,Suburban,1.01,0.0,0.0,No,98.2
3.53,18,12:26,7,12:51,12,Heavy,Cloudy,Jam,Semi-Urban,1.01,10.0,0.0,No,82.17
0.88,7,17:02,4,17:13,17,Fragile,Cloudy,Low,Urban,1.0,10.0,0.0,No,41.49
1.54,12,19:44,3,19:59,19,Fragile+Heavy,Clear,High,Urban,1.2,20.0,0.0,No,67.02
4.28,16,18:32,3,18:51,18,Fragile,Clear,Low,Semi-Urban,1.07,5.0,6.0,Yes,100.87
2.71,10,12:08,7,12:25,12,Regular,Clear,Medium,Urban,1.02,0.0,0.0,No,43.64
1.49,11,22:07,3,22:21,22,Regular,Rain,Low,Urban,1.02,0.0,0.0,No,41.73
3.21,18,19:09,6,19:33,19,Heavy,Cloudy,High,Semi-Urban,1.1,15.0,0.0,No,89.53
5.24,14,17:55,2,18:11,17,Fragile,Clear,Low,Semi-Urban,1.0,10.0,0.0,No,99.9
2.23,11,18:42,3,18:56,18,Fragile+Heavy,Cloudy,Medium,Urban,1.0,30.0,0.0,No,80.14
3.43,20,14:22,7,14:49,14,Regular,Clear,Jam,Suburban,1.12,0.0,0.0,No,85.56
1.26,13,12:29,5,12:47,12,Regular,Rain,Medium,Urban,1.42,0.0,0.0,No,64.71
1.32,16,13:12,7,13:35,13,Regular,Clear,Jam,Urban,1.25,0.0,8.0,Yes,62.26
3.78,15,19:01,4,19:20,19,Regular,Cloudy,High,Urban,1.13,0.0,0.0,No,75.8
2.94,11,03:55,2,04:08,3,Regular,Cloudy,Low,Urban,1.0,0.0,5.0,No,54.97
2.1,13,09:30,4,09:47,9,Regular,Heavy Rain,Low,Urban,1.11,0.0,0.0,No,69.79
1.97,8,08:09,4,08:21,8,Fragile,Cloudy,Low,Urban,1.0,10.0,0.0,No,51.26
2.24,12,07:26,4,07:42,7,Regular,Rain,Low,Urban,1.15,0.0,10.0,No,60.79
3.45,24,20:27,8,20:59,20,Regular,Clear,Jam,Semi-Urban,1.46,0.0,12.0,Yes,125.2
3.67,14,19:32,5,19:51,19,Fragile,Clear,Medium,Suburban,1.06,5.0,0.0,No,60.86
3.44,11,16:57,4,17:12,16,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,53.01
5.76,21,09:48,3,10:12,9,Fragile,Cloudy,Low,Semi-Urban,1.06,10.0,10.0,Yes,134.81
3.51,11,16:12,2,16:25,16,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,53.62
2.2,11,16:17,3,16:31,16,Heavy,Clear,High,Urban,1.0,15.0,5.0,No,51.82
2.6,10,10:42,3,10:55,10,Fragile,Cloudy,Low,Urban,1.0,10.0,7.0,No,64.34
2.36,19,14:28,5,14:52,14,Heavy,Cloudy,High,Urban,1.48,10.0,8.0,Yes,127.73
3.36,17,14:21,6,14:44,14,Regular,Clear,Jam,Semi-Urban,1.02,0.0,0.0,No,54.74
1.96,10,18:15,4,18:29,18,Regular,Clear,Medium,Urban,1.0,0.0,5.0,No,32.91
4.17,16,18:04,3,18:23,18,Regular,Rain,Medium,Suburban,1.05,0.0,8.0,No,93.52
2.57,15,08:53,3,09:11,8,Regular,Cloudy,Jam,Urban,1.0,0.0,5.0,No,54.82
1.79,13,13:39,4,13:56,13,Regular,Clear,High,Suburban,1.05,0.0,0.0,No,39.24
1.77,11,18:52,4,19:07,18,Fragile,Cloudy,Medium,Urban,1.0,5.0,5.0,No,44.58
2.29,10,16:15,4,16:29,16,Regular,Clear,Low,Urban,1.17,0.0,0.0,Yes,70.28
1.63,12,20:43,5,21:00,20,Fragile,Clear,High,Urban,1.14,5.0,0.0,No,46.63
2.76,12,18:10,3,18:25,18,Heavy,Clear,Medium,Urban,1.0,15.0,0.0,No,62.29
2.37,14,10:18,2,10:34,10,Fragile,Rain,Medium,Semi-Urban,1.06,5.0,11.0,No,68.89
4.8,23,08:45,4,09:12,8,Regular,Heavy Rain,Medium,Semi-Urban,1.14,0.0,14.0,No,123.68
3.14,13,18:36,2,18:51,18,Fragile+Heavy,Clear,High,Urban,1.0,20.0,0.0,No,74.36
2.36,9,07:06,4,07:19,7,Regular,Clear,Medium,Suburban,1.0,0.0,5.0,No,38.89
3.37,13,18:11,2,18:26,18,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,55.93
8.0,23,22:07,4,22:34,22,Heavy,Cloudy,Medium,Suburban,1.0,20.0,0.0,No,143.56
2.5,10,17:39,4,17:53,17,Regular,Clear,Low,Suburban,1.0,0.0,5.0,No,53.3
2.21,11,13:08,3,13:22,13,Fragile,Rain,Low,Urban,1.4,10.0,10.0,No,92.11
2.13,14,18:11,3,18:28,18,Regular,Clear,Medium,Urban,1.13,0.0,0.0,Yes,69.53
3.35,15,15:03,2,15:20,15,Regular,Cloudy,Low,Suburban,1.14,0.0,0.0,Yes,87.51
2.87,14,17:35,3,17:52,17,Regular,Clear,Low,Urban,1.17,0.0,8.0,Yes,79.99
6.5,22,22:05,4,22:31,22,Regular,Rain,Medium,Suburban,1.01,0.0,0.0,No,128.96
1.61,16,13:18,5,13:39,13,Regular,Clear,High,Urban,1.44,0.0,0.0,Yes,84.95
2.97,14,22:08,3,22:25,22,Regular,Cloudy,Medium,Suburban,1.0,0.0,0.0,No,54.48
1.21,8,21:02,5,21:15,21,Heavy,Cloudy,Low,Urban,1.1,10.0,0.0,No,46.69
4.25,16,10:53,3,11:12,10,Heavy,Cloudy,Medium,Urban,1.16,10.0,6.0,Yes,108.44
3.88,12,08:14,2,08:28,8,Heavy,Clear,Low,Suburban,1.0,10.0,5.0,No,70.63
1.69,10,09:02,3,09:15,9,Heavy,Clear,Low,Urban,1.0,10.0,5.0,No,46.52
3.0,10,05:39,4,05:53,5,Regular,Cloudy,Low,Suburban,1.0,0.0,0.0,No,55.44
3.33,16,09:08,4,09:28,9,Heavy,Rain,High,Suburban,1.02,15.0,10.0,No,77.56
1.24,12,19:01,5,19:18,19,Regular,Clear,High,Suburban,1.02,0.0,0.0,No,35.67
2.33,14,08:16,3,08:33,8,Regular,Clear,Medium,Urban,1.18,0.0,5.0,Yes,70.15
3.29,17,12:23,6,12:46,12,Fragile,Clear,Jam,Suburban,1.04,5.0,7.0,No,73.66
3.5,17,20:26,4,20:47,20,Regular,Cloudy,High,Suburban,1.07,0.0,0.0,No,72.89
1.81,9,06:41,3,06:53,6,Heavy,Cloudy,Medium,Urban,1.0,20.0,5.0,No,57.3
3.48,10,20:44,6,21:00,20,Regular,Cloudy,Low,Urban,1.11,0.0,0.0,No,62.34
2.03,9,12:30,6,12:45,12,Regular,Clear,Low,Urban,1.01,0.0,5.0,No,27.93
2.19,8,09:53,3,10:04,9,Regular,Clear,Low,Semi-Urban,1.0,0.0,0.0,No,39.0
6.91,25,19:35,7,20:07,19,Regular,Cloudy,Jam,Semi-Urban,1.08,0.0,0.0,No,127.07
1.69,12,18:13,4,18:29,18,Heavy,Clear,Low,Suburban,1.02,20.0,9.0,Yes,73.36
1.89,16,21:21,7,21:44,21,Fragile+Heavy,Clear,Jam,Urban,1.15,25.0,5.0,No,86.72
3.2,16,19:18,4,19:38,19,Regular,Cloudy,High,Suburban,1.15,0.0,6.0,No,83.27
2.04,14,20:09,6,20:29,20,Regular,Clear,High,Urban,1.07,0.0,5.0,No,39.61
1.22,12,12:51,4,13:07,12,Regular,Rain,High,Urban,1.4,0.0,0.0,No,59.65
2.14,9,10:07,3,10:19,10,Heavy,Clear,Medium,Urban,1.0,10.0,5.0,No,45.94
5.85,19,19:29,5,19:53,19,Regular,Clear,Medium,Suburban,1.13,0.0,10.0,No,101.96
5.87,19,20:30,5,20:54,20,Heavy,Clear,High,Suburban,1.08,20.0,0.0,No,130.2
1.31,10,23:42,2,23:54,23,Fragile,Cloudy,Low,Urban,1.18,10.0,0.0,Yes,63.22
2.66,11,14:42,5,14:58,14,Heavy,Clear,Medium,Suburban,1.02,10.0,0.0,No,54.6
3.4,16,13:51,5,14:12,13,Fragile,Cloudy,High,Urban,1.04,10.0,5.0,No,75.91
3.34,15,19:43,5,20:03,19,Fragile,Clear,High,Urban,1.04,10.0,0.0,No,80.22
1.78,8,13:42,7,13:57,13,Fragile,Clear,Low,Urban,1.14,5.0,0.0,No,40.35
1.66,10,22:00,4,22:14,22,Heavy,Clear,Medium,Urban,1.0,15.0,10.0,No,48.15
2.23,19,20:35,4,20:58,20,Heavy,Heavy Rain,Jam,Urban,1.48,10.0,0.0,No,127.07
1.67,10,14:58,7,15:15,14,Fragile,Clear,Medium,Urban,1.15,10.0,0.0,No,58.01
4.32,17,19:09,3,19:29,19,Fragile,Cloudy,High,Urban,1.1,5.0,5.0,No,92.49
2.78,19,19:37,8,20:04,19,Heavy,Rain,Jam,Urban,1.33,15.0,0.0,No,117.11
1.67,8,09:58,4,10:10,9,Heavy,Clear,Low,Urban,1.0,20.0,0.0,No,46.23
1.36,11,21:49,6,22:06,21,Fragile,Cloudy,Low,Suburban,1.15,10.0,0.0,No,57.18
1.45,7,16:28,4,16:39,16,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,29.32
1.19,13,20:52,5,21:10,20,Regular,Clear,High,Urban,1.01,0.0,0.0,No,36.36
2.5,12,12:10,7,12:29,12,Heavy,Clear,Medium,Urban,1.19,10.0,0.0,No,67.84
6.3,28,21:13,7,21:48,21,Regular,Rain,Jam,Urban,1.29,0.0,8.0,No,156.64
1.85,14,13:12,5,13:31,13,Regular,Clear,High,Urban,1.08,0.0,0.0,No,41.75
2.61,10,01:50,3,02:03,1,Regular,Clear,Low,Suburban,1.0,0.0,13.0,No,44.74
2.51,13,21:55,5,22:13,21,Fragile,Clear,Jam,Suburban,1.17,5.0,0.0,No,59.4
4.18,16,08:48,4,09:08,8,Fragile,Clear,High,Urban,1.0,5.0,0.0,No,67.24
2.48,16,12:45,6,13:07,12,Regular,Rain,High,Semi-Urban,1.22,0.0,0.0,No,82.73
2.09,9,22:16,2,22:27,22,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,44.42
3.02,13,22:14,3,22:30,22,Heavy,Rain,Low,Semi-Urban,1.12,15.0,0.0,No,90.51
3.14,17,17:23,6,17:46,17,Fragile+Heavy,Rain,Jam,Semi-Urban,1.08,25.0,0.0,No,100.43
2.12,14,18:27,3,18:44,18,Regular,Rain,Medium,Semi-Urban,1.06,0.0,0.0,No,58.08
1.31,9,15:18,3,15:30,15,Regular,Clear,High,Urban,1.0,0.0,0.0,No,28.31
4.2,16,12:39,5,13:00,12,Fragile,Clear,High,Urban,1.04,10.0,0.0,No,88.45
1.14,15,13:08,6,13:29,13,Heavy,Cloudy,Jam,Urban,1.2,10.0,0.0,No,63.8
2.64,16,19:02,8,19:26,19,Heavy,Clear,Jam,Urban,1.14,10.0,0.0,No,65.96
1.56,13,19:39,7,19:59,19,Fragile,Clear,High,Urban,1.01,10.0,0.0,No,54.97
4.05,20,20:53,8,21:21,20,Heavy,Clear,Jam,Suburban,1.18,10.0,0.0,No,99.42
1.59,17,20:18,5,20:40,20,Regular,Heavy Rain,Medium,Urban,1.31,0.0,5.0,No,90.82
1.5,13,08:31,4,08:48,8,Regular,Clear,High,Semi-Urban,1.0,0.0,0.0,No,41.47
2.83,16,16:02,2,16:20,16,Fragile,Clear,High,Suburban,1.0,5.0,5.0,No,58.5
8.0,23,08:20,3,08:46,8,Heavy,Cloudy,High,Semi-Urban,1.0,15.0,9.0,No,149.18
1.44,9,17:48,4,18:01,17,Fragile,Clear,Low,Urban,1.0,5.0,0.0,No,35.83
1.36,7,15:55,4,16:06,15,Fragile+Heavy,Clear,Medium,Urban,1.0,20.0,0.0,No,51.8
1.92,15,21:29,5,21:49,21,Heavy,Clear,Jam,Urban,1.34,10.0,7.0,Yes,87.54
3.11,17,13:39,4,14:00,13,Fragile,Clear,High,Semi-Urban,1.07,10.0,6.0,No,70.66
1.54,13,09:36,2,09:51,9,Regular,Clear,High,Urban,1.0,0.0,5.0,No,40.94
2.65,10,09:09,2,09:21,9,Regular,Clear,Low,Urban,1.0,0.0,7.0,No,38.42
3.8,12,19:19,3,19:34,19,Heavy,Clear,Low,Suburban,1.17,10.0,0.0,No,78.85
2.77,8,18:48,4,19:00,18,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,40.73
2.29,13,09:30,3,09:46,9,Regular,Clear,High,Suburban,1.0,0.0,0.0,No,41.73
2.96,10,08:38,4,08:52,8,Heavy,Cloudy,Low,Suburban,1.0,10.0,6.0,No,66.46
4.28,24,19:44,6,20:14,19,Heavy,Clear,Jam,Suburban,1.35,20.0,0.0,Yes,154.29
1.87,7,08:18,3,08:28,8,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,29.67
1.88,15,20:47,3,21:05,20,Heavy,Rain,High,Suburban,1.57,10.0,5.0,Yes,118.85
2.64,18,19:38,5,20:01,19,Regular,Cloudy,Jam,Suburban,1.01,0.0,7.0,No,59.37
2.17,13,08:26,2,08:41,8,Regular,Clear,Low,Suburban,1.04,0.0,8.0,Yes,66.45
2.96,23,08:01,3,08:27,8,Fragile,Heavy Rain,High,Suburban,1.11,10.0,0.0,No,103.3
3.2,12,23:15,4,23:31,23,Heavy,Cloudy,Low,Semi-Urban,1.0,10.0,0.0,No,73.75
2.61,10,13:58,7,14:15,13,Regular,Clear,Medium,Urban,1.15,0.0,9.0,No,55.65
5.08,25,13:05,6,13:36,13,Regular,Heavy Rain,High,Suburban,1.3,0.0,15.0,No,158.13
1.64,13,20:10,6,20:29,20,Regular,Clear,High,Suburban,1.09,0.0,0.0,No,43.06
2.93,18,22:23,3,22:44,22,Fragile+Heavy,Heavy Rain,Medium,Semi-Urban,1.13,25.0,0.0,No,126.73
1.85,8,23:12,3,23:23,23,Fragile,Clear,Low,Urban,1.0,5.0,0.0,No,39.77
2.12,12,19:21,7,19:40,19,Regular,Clear,High,Suburban,1.01,0.0,9.0,No,43.71
2.21,13,13:34,7,13:54,13,Regular,Cloudy,Medium,Urban,1.18,0.0,0.0,No,64.03
0.98,8,08:14,4,08:26,8,Fragile,Clear,Medium,Urban,1.0,10.0,0.0,No,38.18
2.71,14,19:03,3,19:20,19,Fragile,Clear,High,Suburban,1.17,5.0,0.0,No,59.54
1.7,9,17:13,2,17:24,17,Heavy,Cloudy,Medium,Suburban,1.0,15.0,0.0,No,50.58
4.12,19,14:13,8,14:40,14,Regular,Clear,Jam,Suburban,1.04,0.0,9.0,No,78.31
4.26,23,21:53,5,22:21,21,Fragile+Heavy,Rain,High,Semi-Urban,1.37,30.0,0.0,No,154.76
1.64,11,09:42,4,09:57,9,Regular,Clear,Medium,Urban,1.0,0.0,7.0,No,38.89
1.81,11,16:07,2,16:20,16,Regular,Rain,Low,Suburban,1.19,0.0,0.0,No,59.69
6.89,18,01:30,2,01:50,1,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,95.78
1.77,10,15:13,4,15:27,15,Regular,Clear,Low,Urban,1.11,0.0,0.0,Yes,53.05
1.39,8,08:46,2,08:56,8,Fragile+Heavy,Clear,Medium,Urban,1.0,20.0,0.0,No,51.57
2.97,15,09:09,3,09:27,9,Fragile,Cloudy,Jam,Suburban,1.0,5.0,5.0,No,66.8
3.46,11,09:51,2,10:04,9,Fragile,Clear,Low,Urban,1.0,5.0,5.0,No,56.29
3.06,11,18:10,3,18:24,18,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,53.45
2.6,13,19:00,5,19:18,19,Regular,Clear,High,Suburban,1.16,0.0,0.0,No,60.11
2.56,11,18:21,2,18:34,18,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,37.75
4.92,15,22:05,2,22:22,22,Fragile,Clear,Medium,Semi-Urban,1.0,5.0,15.0,No,86.48
5.85,21,13:47,5,14:13,13,Heavy,Cloudy,High,Semi-Urban,1.0,15.0,0.0,No,120.78
2.15,11,12:30,4,12:45,12,Regular,Clear,High,Urban,1.16,0.0,0.0,No,51.54
1.83,17,21:17,6,21:40,21,Regular,Clear,Jam,Suburban,1.02,0.0,0.0,No,44.76
3.89,14,11:53,4,12:11,11,Regular,Rain,Low,Suburban,1.15,0.0,5.0,No,78.57
2.64,10,22:45,2,22:57,22,Heavy,Cloudy,Low,Suburban,1.0,20.0,0.0,No,67.69
4.61,18,02:30,4,02:52,2,Regular,Rain,Low,Suburban,1.39,0.0,0.0,Yes,138.3
3.86,16,22:36,4,22:56,22,Regular,Rain,Medium,Urban,1.01,0.0,20.0,No,83.14
2.48,9,07:44,2,07:55,7,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,44.81
1.66,17,21:29,6,21:52,21,Regular,Heavy Rain,Low,Urban,1.95,0.0,0.0,Yes,146.96
3.7,14,17:19,3,17:36,17,Regular,Clear,Medium,Semi-Urban,1.0,0.0,0.0,No,62.41
2.72,17,23:06,4,23:27,23,Heavy,Rain,Low,Urban,1.35,20.0,17.0,Yes,135.04
4.08,11,08:23,4,08:38,8,Fragile+Heavy,Clear,Low,Suburban,1.0,20.0,0.0,No,88.06
1.18,11,17:48,2,18:01,17,Regular,Clear,High,Urban,1.0,0.0,0.0,No,42.99
5.4,14,22:46,3,23:03,22,Regular,Cloudy,Medium,Suburban,1.0,0.0,16.0,No,70.52
3.45,16,17:29,2,17:47,17,Fragile,Rain,Medium,Urban,1.01,10.0,0.0,No,82.38
2.46,13,18:36,4,18:53,18,Heavy,Cloudy,Medium,Suburban,1.0,10.0,0.0,No,64.48
2.23,10,19:50,3,20:03,19,Regular,Clear,Medium,Urban,1.01,0.0,0.0,No,47.44
2.09,13,15:19,2,15:34,15,Heavy,Clear,High,Urban,1.0,10.0,0.0,No,59.12
2.43,11,18:44,3,18:58,18,Heavy,Cloudy,Low,Semi-Urban,1.0,15.0,0.0,No,63.18
1.39,7,18:09,4,18:20,18,Regular,Clear,Low,Semi-Urban,1.0,0.0,5.0,No,27.89
1.78,17,21:58,8,22:23,21,Fragile,Cloudy,Jam,Urban,1.17,5.0,0.0,No,62.3
2.53,9,08:42,2,08:53,8,Fragile,Clear,Low,Suburban,1.0,5.0,5.0,No,44.6
3.31,17,12:08,7,12:32,12,Fragile,Clear,Medium,Suburban,1.24,5.0,13.0,Yes,89.02
1.09,12,22:40,3,22:55,22,Regular,Cloudy,High,Urban,1.0,0.0,0.0,No,39.65
3.87,17,21:16,6,21:39,21,Regular,Cloudy,Jam,Semi-Urban,1.1,0.0,5.0,No,80.61
6.59,22,15:33,2,15:57,15,Regular,Rain,Low,Suburban,1.17,0.0,0.0,No,144.66
7.12,21,18:54,2,19:17,18,Heavy,Clear,High,Suburban,1.0,20.0,0.0,No,127.8
2.96,17,12:16,6,12:39,12,Regular,Rain,High,Suburban,1.32,0.0,0.0,No,95.34
2.73,19,10:44,3,11:06,10,Regular,Heavy Rain,Low,Suburban,1.17,0.0,0.0,No,93.07
2.89,16,15:19,2,15:37,15,Heavy,Rain,High,Urban,1.09,10.0,6.0,No,80.95
2.01,16,13:52,4,14:12,13,Regular,Rain,High,Semi-Urban,1.35,0.0,5.0,No,74.12
3.82,11,18:46,3,19:00,18,Fragile,Cloudy,Low,Suburban,1.0,5.0,0.0,No,60.38
3.97,20,08:38,4,09:02,8,Regular,Clear,High,Suburban,1.03,0.0,11.0,Yes,79.6
1.42,13,23:15,3,23:31,23,Regular,Cloudy,Low,Suburban,1.02,0.0,15.0,Yes,64.7
2.96,16,23:58,4,00:18,23,Regular,Cloudy,High,Urban,1.0,0.0,11.0,No,65.65
3.81,22,19:36,6,20:04,19,Fragile+Heavy,Rain,Jam,Suburban,1.32,20.0,12.0,No,141.13
4.18,17,17:32,4,17:53,17,Heavy,Cloudy,Medium,Semi-Urban,1.0,15.0,0.0,No,91.12
2.19,20,12:04,6,12:30,12,Regular,Cloudy,Jam,Urban,1.15,0.0,0.0,No,82.1
4.07,18,20:50,8,21:16,20,Fragile+Heavy,Cloudy,Jam,Suburban,1.07,20.0,10.0,No,104.8
2.33,10,19:26,5,19:41,19,Heavy,Clear,Low,Urban,1.07,15.0,5.0,No,62.06
2.73,10,10:14,4,10:28,10,Regular,Clear,Medium,Urban,1.0,0.0,5.0,No,51.43
3.59,18,21:49,7,22:14,21,Regular,Cloudy,Jam,Suburban,1.15,0.0,0.0,No,78.87
2.1,14,20:17,3,20:34,20,Regular,Clear,High,Urban,1.07,0.0,0.0,No,49.64
2.8,13,22:06,3,22:22,22,Fragile,Clear,High,Urban,1.0,10.0,0.0,No,57.81
2.06,16,19:47,7,20:10,19,Fragile,Cloudy,High,Urban,1.08,10.0,0.0,No,66.86
1.64,13,18:06,4,18:23,18,Regular,Cloudy,Medium,Urban,1.0,0.0,5.0,No,44.71
1.29,9,14:01,7,14:17,14,Regular,Cloudy,Medium,Urban,1.11,0.0,0.0,No,40.88
